name
ex
Highland Masters
Stargate #48 NJSC INSTANT Qualifier & Season FINALE!! $500+ Pot Bonus
Maroon Mixups
Upset Factor
Arcadian
GooberWave
Pace University Smash
Scarlet Tempest
Boosting The Respect Of Our Peers
TCNJ
The Coinbox #87
($100) SmU5h Weeklies (STEVE IS BANNED)
"STARGATE #53 New Years Edition - Up to $1,000 Ult / $100 SF6 / $100 HDR"
Fusion #185
"STARGATE #51 up to $1,000 Pot Bonus ULT / $100 SF6 / $100 HDR"
The Coinbox #86 - STEVE BANNED
Fusion #184
"Stargate #50 up to $1,000 Pot Bonus ULT / $100 SF6 / $100 HDR"
Open D/I Battle of the Best Hosted by Lights Out!
Fusion #183
Fireside Open 2023
STARGATE #49 Season 5 Premiere! UP TO $1000 Pot Bonus SSBU / $100 SF6 / $100 HDR
Fusion #182
LIL' ADRIAN'S $40 THANKSGIVING RANDUBS TOURNEY
The Coinbox #85 (Ultimate) - STEVE BANNED
New Jersey Circuit Finale
PBJ Presents: Holiday Palooza 2023!
Undiscovered Turbo #4 ft. $100 POT BONUS (Undiscovered Smash #282)
"STARGATE #52 up to $1,000 Pot Bonus ULT / $100 SF6 / $100 HDR"
The Coinbox IRL
Santa Paws
Ultra HoG 1
The Coinbox #83 (Ultimate) - STEVE BANNED
Fusion #179
Center Stage #32
Center Stage #31- Last Chance Qualifier-$150 Pot Bonus
Hyperspace Ultimate #72 (100$ Pot Bonus)
Battle Over The Bridge 117 (The Dawn of ROA in SJ)
Watch the Throne
Port Priority 8
Luminosity Makes Moves Miami 2023
Rise 'N Grind 2023
Stride Summit Online
Tera
Shine 2023
Battle Over The Bridge 100
Super Smash Con 2023
Smash Factor X
The Coinbox #64 (Ultimate) - STEVE BANNED
Crown the Third
MomoCon 2023
Battle of BC 5
Kawaii Kon 2023
Fusion #181
